problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/destination-city/,Destination City,5,Easy
https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/,"Filter Restaurants by Vegan-Friendly, Price and Distance",4,Medium
https://leetcode.com/problems/minimum-index-sum-of-two-lists/,Minimum Index Sum of Two Lists,1,Easy 
