problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/the-time-when-the-network-becomes-idle/,The Time When the Network Becomes Idle,1,Medium                                                                        
https://leetcode.com/problems/minimum-operations-to-make-the-array-increasing/,Minimum Operations to Make the Array Increasing,1,Easy                                                                          
