problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/,Reorder Routes to Make All Paths Lead to the City Zero,3,Medium
https://leetcode.com/problems/reducing-dishes/,Reducing Dishes,2,Hard
https://leetcode.com/problems/valid-palindrome/,Valid Palindrome,3,Easy
https://leetcode.com/problems/3sum/,3Sum,2,Medium
https://leetcode.com/problems/two-sum/,Two Sum,3,Easy
