problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/,Lexicographically Smallest String After Applying Operations,JPMorgan,Medium                                                                        
https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/,Display Table of Food Orders in a Restaurant,JPMorgan,Medium
