problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/count-operations-to-obtain-zero/,Count Operations to Obtain Zero,1,Easy                                                                          
https://leetcode.com/problems/jump-game-ii/,Jump Game II,2,Hard                                                                          
