problem_link,problem_name,num_occur,difficulty
https://leetcode.com/problems/self-dividing-numbers/,Self Dividing Numbers,1,Easy 
https://leetcode.com/problems/additive-number/,Additive Number,2,Medium
https://leetcode.com/problems/letter-combinations-of-a-phone-number/,Letter Combinations of a Phone Number,3,Medium                                                                        
